"year","quarter","sex","age","acf","hiv","smrxpertcases","period","acfperiod","year_q","population","hiv_prev","newpopulation"
"2010","1","males","30-39","Non-ACF",,12,"apre-ACF","Non-ACF.apre-ACF","2010.1",36376,0.145,
"2010","1","males","30-39","Non-ACF","a) HIV-negative",8,"apre-ACF","Non-ACF.apre-ACF","2010.1",36376,0.145,31101.48
"2010","1","males","30-39","Non-ACF","b) HIV-positive",20,"apre-ACF","Non-ACF.apre-ACF","2010.1",36376,0.145,5274.52
"2010","1","males","40-49","ACF",,1,"apre-ACF","ACF.apre-ACF","2010.1",6291,0.248,
"2010","1","males","40-49","ACF","a) HIV-negative",2,"apre-ACF","ACF.apre-ACF","2010.1",6291,0.248,4730.832
"2010","1","males","40-49","ACF","b) HIV-positive",6,"apre-ACF","ACF.apre-ACF","2010.1",6291,0.248,1560.168
"2010","1","males","40-49","Non-ACF",,8,"apre-ACF","Non-ACF.apre-ACF","2010.1",17043,0.24,
"2010","1","males","40-49","Non-ACF","a) HIV-negative",3,"apre-ACF","Non-ACF.apre-ACF","2010.1",17043,0.24,12952.68
"2010","1","males","40-49","Non-ACF","b) HIV-positive",12,"apre-ACF","Non-ACF.apre-ACF","2010.1",17043,0.24,4090.32
"2010","1","males","50+","ACF",,2,"apre-ACF","ACF.apre-ACF","2010.1",5595,0.199,
"2010","1","males","50+","ACF","b) HIV-positive",1,"apre-ACF","ACF.apre-ACF","2010.1",5595,0.199,1113.405
"2010","1","males","50+","Non-ACF",,3,"apre-ACF","Non-ACF.apre-ACF","2010.1",15424,0.251,
"2010","1","males","50+","Non-ACF","a) HIV-negative",1,"apre-ACF","Non-ACF.apre-ACF","2010.1",15424,0.251,11552.576
"2010","1","males","50+","Non-ACF","b) HIV-positive",5,"apre-ACF","Non-ACF.apre-ACF","2010.1",15424,0.251,3871.424
"2010","2","females","16-19","Non-ACF",,3,"apre-ACF","Non-ACF.apre-ACF","2010.2",29376,0.028,
"2010","2","females","16-19","Non-ACF","a) HIV-negative",1,"apre-ACF","Non-ACF.apre-ACF","2010.2",29376,0.028,28553.472
"2010","2","females","20-29","ACF",,2,"apre-ACF","ACF.apre-ACF","2010.2",25202,0.073,
"2010","2","females","20-29","ACF","a) HIV-negative",1,"apre-ACF","ACF.apre-ACF","2010.2",25202,0.073,23362.254
"2010","2","females","20-29","ACF","b) HIV-positive",2,"apre-ACF","ACF.apre-ACF","2010.2",25202,0.073,1839.746
"2010","2","females","20-29","Non-ACF",,3,"apre-ACF","Non-ACF.apre-ACF","2010.2",57884,0.09,
"2010","2","females","20-29","Non-ACF","a) HIV-negative",10,"apre-ACF","Non-ACF.apre-ACF","2010.2",57884,0.09,52674.44
"2010","2","females","20-29","Non-ACF","b) HIV-positive",13,"apre-ACF","Non-ACF.apre-ACF","2010.2",57884,0.09,5209.56
"2010","2","females","30-39","ACF",,2,"apre-ACF","ACF.apre-ACF","2010.2",16939,0.206,
"2010","2","females","30-39","ACF","a) HIV-negative",5,"apre-ACF","ACF.apre-ACF","2010.2",16939,0.206,13449.566
"2010","2","females","30-39","ACF","b) HIV-positive",7,"apre-ACF","ACF.apre-ACF","2010.2",16939,0.206,3489.434
"2010","2","females","30-39","Non-ACF",,2,"apre-ACF","Non-ACF.apre-ACF","2010.2",25194,0.212,
"2010","2","females","30-39","Non-ACF","a) HIV-negative",1,"apre-ACF","Non-ACF.apre-ACF","2010.2",25194,0.212,19852.872
"2010","2","females","30-39","Non-ACF","b) HIV-positive",9,"apre-ACF","Non-ACF.apre-ACF","2010.2",25194,0.212,5341.128
"2010","2","females","40-49","ACF","a) HIV-negative",2,"apre-ACF","ACF.apre-ACF","2010.2",6055,0.356,3899.42
"2010","2","females","40-49","ACF","b) HIV-positive",1,"apre-ACF","ACF.apre-ACF","2010.2",6055,0.356,2155.58
"2010","2","females","40-49","Non-ACF",,1,"apre-ACF","Non-ACF.apre-ACF","2010.2",12910,0.325,
"2010","2","females","40-49","Non-ACF","b) HIV-positive",4,"apre-ACF","Non-ACF.apre-ACF","2010.2",12910,0.325,4195.75
"2010","2","females","50+","Non-ACF","b) HIV-positive",4,"apre-ACF","Non-ACF.apre-ACF","2010.2",10502,0.215,2257.93
"2010","2","males","16-19","ACF","a) HIV-negative",2,"apre-ACF","ACF.apre-ACF","2010.2",9642,0.022,9429.876
"2010","2","males","16-19","ACF","b) HIV-positive",1,"apre-ACF","ACF.apre-ACF","2010.2",9642,0.022,212.124
"2010","2","males","20-29","ACF",,4,"apre-ACF","ACF.apre-ACF","2010.2",26137,0.016,
"2010","2","males","20-29","ACF","a) HIV-negative",4,"apre-ACF","ACF.apre-ACF","2010.2",26137,0.016,25718.808
"2010","2","males","20-29","ACF","b) HIV-positive",8,"apre-ACF","ACF.apre-ACF","2010.2",26137,0.016,418.192
"2010","2","males","20-29","Non-ACF",,9,"apre-ACF","Non-ACF.apre-ACF","2010.2",54356,0.017,
"2010","2","males","20-29","Non-ACF","a) HIV-negative",9,"apre-ACF","Non-ACF.apre-ACF","2010.2",54356,0.017,53431.948
"2010","2","males","20-29","Non-ACF","b) HIV-positive",14,"apre-ACF","Non-ACF.apre-ACF","2010.2",54356,0.017,924.052
"2010","2","males","30-39","ACF",,6,"apre-ACF","ACF.apre-ACF","2010.2",16804,0.111,
"2010","2","males","30-39","ACF","b) HIV-positive",10,"apre-ACF","ACF.apre-ACF","2010.2",16804,0.111,1865.244
"2010","2","males","30-39","Non-ACF",,5,"apre-ACF","Non-ACF.apre-ACF","2010.2",36586,0.145,
"2010","2","males","30-39","Non-ACF","a) HIV-negative",2,"apre-ACF","Non-ACF.apre-ACF","2010.2",36586,0.145,31281.03
"2010","2","males","30-39","Non-ACF","b) HIV-positive",12,"apre-ACF","Non-ACF.apre-ACF","2010.2",36586,0.145,5304.97
"2010","2","males","40-49","ACF",,1,"apre-ACF","ACF.apre-ACF","2010.2",6403,0.248,
"2010","2","males","40-49","ACF","b) HIV-positive",4,"apre-ACF","ACF.apre-ACF","2010.2",6403,0.248,1587.944
"2010","2","males","40-49","Non-ACF",,6,"apre-ACF","Non-ACF.apre-ACF","2010.2",17349,0.24,
"2010","2","males","40-49","Non-ACF","a) HIV-negative",4,"apre-ACF","Non-ACF.apre-ACF","2010.2",17349,0.24,13185.24
"2010","2","males","40-49","Non-ACF","b) HIV-positive",3,"apre-ACF","Non-ACF.apre-ACF","2010.2",17349,0.24,4163.76
"2010","2","males","50+","ACF",,1,"apre-ACF","ACF.apre-ACF","2010.2",5642,0.199,
"2010","2","males","50+","ACF","a) HIV-negative",3,"apre-ACF","ACF.apre-ACF","2010.2",5642,0.199,4519.242
"2010","2","males","50+","Non-ACF",,2,"apre-ACF","Non-ACF.apre-ACF","2010.2",15555,0.251,
"2010","2","males","50+","Non-ACF","a) HIV-negative",3,"apre-ACF","Non-ACF.apre-ACF","2010.2",15555,0.251,11650.695
"2010","2","males","50+","Non-ACF","b) HIV-positive",2,"apre-ACF","Non-ACF.apre-ACF","2010.2",15555,0.251,3904.305
"2010","3","females","16-19","ACF","a) HIV-negative",2,"apre-ACF","ACF.apre-ACF","2010.3",9242,0.03,8964.74
"2010","3","females","16-19","Non-ACF",,4,"apre-ACF","Non-ACF.apre-ACF","2010.3",29588,0.028,
"2010","3","females","16-19","Non-ACF","b) HIV-positive",1,"apre-ACF","Non-ACF.apre-ACF","2010.3",29588,0.028,828.464
"2010","3","females","20-29","ACF",,6,"apre-ACF","ACF.apre-ACF","2010.3",25239,0.073,
"2010","3","females","20-29","ACF","a) HIV-negative",7,"apre-ACF","ACF.apre-ACF","2010.3",25239,0.073,23396.553
"2010","3","females","20-29","ACF","b) HIV-positive",11,"apre-ACF","ACF.apre-ACF","2010.3",25239,0.073,1842.447
"2010","3","females","20-29","Non-ACF",,7,"apre-ACF","Non-ACF.apre-ACF","2010.3",57970,0.09,
"2010","3","females","20-29","Non-ACF","a) HIV-negative",5,"apre-ACF","Non-ACF.apre-ACF","2010.3",57970,0.09,52752.7
"2010","3","females","20-29","Non-ACF","b) HIV-positive",11,"apre-ACF","Non-ACF.apre-ACF","2010.3",57970,0.09,5217.3
"2010","3","females","30-39","ACF",,3,"apre-ACF","ACF.apre-ACF","2010.3",17190,0.206,
"2010","3","females","30-39","ACF","a) HIV-negative",1,"apre-ACF","ACF.apre-ACF","2010.3",17190,0.206,13648.86
"2010","3","females","30-39","ACF","b) HIV-positive",9,"apre-ACF","ACF.apre-ACF","2010.3",17190,0.206,3541.14
"2010","3","females","30-39","Non-ACF",,4,"apre-ACF","Non-ACF.apre-ACF","2010.3",25568,0.212,
"2010","3","females","30-39","Non-ACF","a) HIV-negative",2,"apre-ACF","Non-ACF.apre-ACF","2010.3",25568,0.212,20147.584
"2010","3","females","30-39","Non-ACF","b) HIV-positive",13,"apre-ACF","Non-ACF.apre-ACF","2010.3",25568,0.212,5420.416
"2010","3","females","40-49","ACF",,1,"apre-ACF","ACF.apre-ACF","2010.3",6144,0.356,
"2010","3","females","40-49","ACF","b) HIV-positive",2,"apre-ACF","ACF.apre-ACF","2010.3",6144,0.356,2187.264
"2010","3","females","40-49","Non-ACF",,1,"apre-ACF","Non-ACF.apre-ACF","2010.3",13099,0.325,
"2010","3","females","40-49","Non-ACF","b) HIV-positive",2,"apre-ACF","Non-ACF.apre-ACF","2010.3",13099,0.325,4257.175
"2010","3","females","50+","ACF","a) HIV-negative",1,"apre-ACF","ACF.apre-ACF","2010.3",5610,0.184,4577.76
"2010","3","females","50+","ACF","b) HIV-positive",2,"apre-ACF","ACF.apre-ACF","2010.3",5610,0.184,1032.24
"2010","3","females","50+","Non-ACF","a) HIV-negative",1,"apre-ACF","Non-ACF.apre-ACF","2010.3",10634,0.215,8347.69
"2010","3","females","50+","Non-ACF","b) HIV-positive",1,"apre-ACF","Non-ACF.apre-ACF","2010.3",10634,0.215,2286.31
"2010","3","males","16-19","ACF",,2,"apre-ACF","ACF.apre-ACF","2010.3",9730,0.022,
"2010","3","males","16-19","Non-ACF",,2,"apre-ACF","Non-ACF.apre-ACF","2010.3",25746,0.019,
"2010","3","males","16-19","Non-ACF","a) HIV-negative",4,"apre-ACF","Non-ACF.apre-ACF","2010.3",25746,0.019,25256.826
"2010","3","males","20-29","ACF",,13,"apre-ACF","ACF.apre-ACF","2010.3",26157,0.016,
"2010","3","males","20-29","ACF","a) HIV-negative",4,"apre-ACF","ACF.apre-ACF","2010.3",26157,0.016,25738.488
"2010","3","males","20-29","ACF","b) HIV-positive",9,"apre-ACF","ACF.apre-ACF","2010.3",26157,0.016,418.512
"2010","3","males","20-29","Non-ACF",,15,"apre-ACF","Non-ACF.apre-ACF","2010.3",54398,0.017,
"2010","3","males","20-29","Non-ACF","a) HIV-negative",13,"apre-ACF","Non-ACF.apre-ACF","2010.3",54398,0.017,53473.234
"2010","3","males","20-29","Non-ACF","b) HIV-positive",14,"apre-ACF","Non-ACF.apre-ACF","2010.3",54398,0.017,924.766
"2010","3","males","30-39","ACF",,17,"apre-ACF","ACF.apre-ACF","2010.3",16900,0.111,
"2010","3","males","30-39","ACF","a) HIV-negative",6,"apre-ACF","ACF.apre-ACF","2010.3",16900,0.111,15024.1
"2010","3","males","30-39","ACF","b) HIV-positive",13,"apre-ACF","ACF.apre-ACF","2010.3",16900,0.111,1875.9
"2010","3","males","30-39","Non-ACF",,8,"apre-ACF","Non-ACF.apre-ACF","2010.3",36796,0.145,
"2010","3","males","30-39","Non-ACF","a) HIV-negative",10,"apre-ACF","Non-ACF.apre-ACF","2010.3",36796,0.145,31460.58
"2010","3","males","30-39","Non-ACF","b) HIV-positive",28,"apre-ACF","Non-ACF.apre-ACF","2010.3",36796,0.145,5335.42
"2010","3","males","40-49","ACF",,2,"apre-ACF","ACF.apre-ACF","2010.3",6516,0.248,
"2010","3","males","40-49","ACF","b) HIV-positive",8,"apre-ACF","ACF.apre-ACF","2010.3",6516,0.248,1615.968
"2010","3","males","40-49","Non-ACF",,3,"apre-ACF","Non-ACF.apre-ACF","2010.3",17654,0.24,
"2010","3","males","40-49","Non-ACF","a) HIV-negative",4,"apre-ACF","Non-ACF.apre-ACF","2010.3",17654,0.24,13417.04
"2010","3","males","40-49","Non-ACF","b) HIV-positive",15,"apre-ACF","Non-ACF.apre-ACF","2010.3",17654,0.24,4236.96
"2010","3","males","50+","ACF",,2,"apre-ACF","ACF.apre-ACF","2010.3",5689,0.199,
"2010","3","males","50+","ACF","a) HIV-negative",2,"apre-ACF","ACF.apre-ACF","2010.3",5689,0.199,4556.889
"2010","3","males","50+","ACF","b) HIV-positive",5,"apre-ACF","ACF.apre-ACF","2010.3",5689,0.199,1132.111
"2010","3","males","50+","Non-ACF",,2,"apre-ACF","Non-ACF.apre-ACF","2010.3",15685,0.251,
"2010","3","males","50+","Non-ACF","a) HIV-negative",2,"apre-ACF","Non-ACF.apre-ACF","2010.3",15685,0.251,11748.065
"2010","3","males","50+","Non-ACF","b) HIV-positive",5,"apre-ACF","Non-ACF.apre-ACF","2010.3",15685,0.251,3936.935
"2010","4","females","16-19","ACF",,1,"apre-ACF","ACF.apre-ACF","2010.4",9309,0.03,
"2010","4","females","16-19","ACF","a) HIV-negative",1,"apre-ACF","ACF.apre-ACF","2010.4",9309,0.03,9029.73
"2010","4","females","16-19","Non-ACF","a) HIV-negative",1,"apre-ACF","Non-ACF.apre-ACF","2010.4",29801,0.028,28966.572
"2010","4","females","16-19","Non-ACF","b) HIV-positive",2,"apre-ACF","Non-ACF.apre-ACF","2010.4",29801,0.028,834.428
"2010","4","females","20-29","ACF",,2,"apre-ACF","ACF.apre-ACF","2010.4",25277,0.073,
"2010","4","females","20-29","ACF","a) HIV-negative",6,"apre-ACF","ACF.apre-ACF","2010.4",25277,0.073,23431.779
"2010","4","females","20-29","ACF","b) HIV-positive",9,"apre-ACF","ACF.apre-ACF","2010.4",25277,0.073,1845.221
"2010","4","females","20-29","Non-ACF",,3,"apre-ACF","Non-ACF.apre-ACF","2010.4",58057,0.09,
"2010","4","females","20-29","Non-ACF","a) HIV-negative",1,"apre-ACF","Non-ACF.apre-ACF","2010.4",58057,0.09,52831.87
"2010","4","females","20-29","Non-ACF","b) HIV-positive",7,"apre-ACF","Non-ACF.apre-ACF","2010.4",58057,0.09,5225.13
"2010","4","females","30-39","ACF","a) HIV-negative",2,"apre-ACF","ACF.apre-ACF","2010.4",17442,0.206,13848.948
"2010","4","females","30-39","ACF","b) HIV-positive",7,"apre-ACF","ACF.apre-ACF","2010.4",17442,0.206,3593.052
"2010","4","females","30-39","Non-ACF",,3,"apre-ACF","Non-ACF.apre-ACF","2010.4",25941,0.212,
"2010","4","females","30-39","Non-ACF","a) HIV-negative",4,"apre-ACF","Non-ACF.apre-ACF","2010.4",25941,0.212,20441.508
"2010","4","females","30-39","Non-ACF","b) HIV-positive",6,"apre-ACF","Non-ACF.apre-ACF","2010.4",25941,0.212,5499.492
"2010","4","females","40-49","ACF","a) HIV-negative",1,"apre-ACF","ACF.apre-ACF","2010.4",6233,0.356,4014.052
"2010","4","females","40-49","ACF","b) HIV-positive",3,"apre-ACF","ACF.apre-ACF","2010.4",6233,0.356,2218.948
"2010","4","females","40-49","Non-ACF",,1,"apre-ACF","Non-ACF.apre-ACF","2010.4",13288,0.325,
"2010","4","females","40-49","Non-ACF","a) HIV-negative",1,"apre-ACF","Non-ACF.apre-ACF","2010.4",13288,0.325,8969.4
"2010","4","females","40-49","Non-ACF","b) HIV-positive",7,"apre-ACF","Non-ACF.apre-ACF","2010.4",13288,0.325,4318.6
"2010","4","females","50+","ACF","b) HIV-positive",1,"apre-ACF","ACF.apre-ACF","2010.4",5680,0.184,1045.12
"2010","4","females","50+","Non-ACF","b) HIV-positive",1,"apre-ACF","Non-ACF.apre-ACF","2010.4",10765,0.215,2314.475
"2010","4","males","16-19","ACF","a) HIV-negative",2,"apre-ACF","ACF.apre-ACF","2010.4",9818,0.022,9602.004
"2010","4","males","16-19","ACF","b) HIV-positive",1,"apre-ACF","ACF.apre-ACF","2010.4",9818,0.022,215.996
"2010","4","males","16-19","Non-ACF","b) HIV-positive",3,"apre-ACF","Non-ACF.apre-ACF","2010.4",25977,0.019,493.563
"2010","4","males","20-29","ACF",,4,"apre-ACF","ACF.apre-ACF","2010.4",26177,0.016,
"2010","4","males","20-29","ACF","a) HIV-negative",7,"apre-ACF","ACF.apre-ACF","2010.4",26177,0.016,25758.168
"2010","4","males","20-29","ACF","b) HIV-positive",12,"apre-ACF","ACF.apre-ACF","2010.4",26177,0.016,418.832
"2010","4","males","20-29","Non-ACF",,9,"apre-ACF","Non-ACF.apre-ACF","2010.4",54440,0.017,
"2010","4","males","20-29","Non-ACF","a) HIV-negative",9,"apre-ACF","Non-ACF.apre-ACF","2010.4",54440,0.017,53514.52
"2010","4","males","20-29","Non-ACF","b) HIV-positive",13,"apre-ACF","Non-ACF.apre-ACF","2010.4",54440,0.017,925.48
"2010","4","males","30-39","ACF",,6,"apre-ACF","ACF.apre-ACF","2010.4",16997,0.111,
"2010","4","males","30-39","ACF","a) HIV-negative",4,"apre-ACF","ACF.apre-ACF","2010.4",16997,0.111,15110.333
"2010","4","males","30-39","ACF","b) HIV-positive",15,"apre-ACF","ACF.apre-ACF","2010.4",16997,0.111,1886.667
"2010","4","males","30-39","Non-ACF",,6,"apre-ACF","Non-ACF.apre-ACF","2010.4",37005,0.145,
"2010","4","males","30-39","Non-ACF","a) HIV-negative",5,"apre-ACF","Non-ACF.apre-ACF","2010.4",37005,0.145,31639.275
"2010","4","males","30-39","Non-ACF","b) HIV-positive",21,"apre-ACF","Non-ACF.apre-ACF","2010.4",37005,0.145,5365.725
"2010","4","males","40-49","ACF",,2,"apre-ACF","ACF.apre-ACF","2010.4",6629,0.248,
"2010","4","males","40-49","ACF","a) HIV-negative",1,"apre-ACF","ACF.apre-ACF","2010.4",6629,0.248,4985.008
"2010","4","males","40-49","ACF","b) HIV-positive",2,"apre-ACF","ACF.apre-ACF","2010.4",6629,0.248,1643.992
"2010","4","males","40-49","Non-ACF",,1,"apre-ACF","Non-ACF.apre-ACF","2010.4",17960,0.24,
"2010","4","males","40-49","Non-ACF","a) HIV-negative",2,"apre-ACF","Non-ACF.apre-ACF","2010.4",17960,0.24,13649.6
"2010","4","males","40-49","Non-ACF","b) HIV-positive",8,"apre-ACF","Non-ACF.apre-ACF","2010.4",17960,0.24,4310.4
"2010","4","males","50+","ACF","b) HIV-positive",4,"apre-ACF","ACF.apre-ACF","2010.4",5736,0.199,1141.464
"2010","4","males","50+","Non-ACF",,2,"apre-ACF","Non-ACF.apre-ACF","2010.4",15815,0.251,
"2010","4","males","50+","Non-ACF","a) HIV-negative",1,"apre-ACF","Non-ACF.apre-ACF","2010.4",15815,0.251,11845.435
"2010","4","males","50+","Non-ACF","b) HIV-positive",3,"apre-ACF","Non-ACF.apre-ACF","2010.4",15815,0.251,3969.565
"2011","1","females","16-19","ACF","b) HIV-positive",2,"apre-ACF","ACF.apre-ACF","2011.1",9375,0.03,281.25
"2011","1","females","16-19","Non-ACF","a) HIV-negative",3,"apre-ACF","Non-ACF.apre-ACF","2011.1",30014,0.028,29173.608
"2011","1","females","20-29","ACF",,3,"apre-ACF","ACF.apre-ACF","2011.1",25315,0.073,
"2011","1","females","20-29","ACF","a) HIV-negative",1,"apre-ACF","ACF.apre-ACF","2011.1",25315,0.073,23467.005
"2011","1","females","20-29","ACF","b) HIV-positive",5,"apre-ACF","ACF.apre-ACF","2011.1",25315,0.073,1847.995
"2011","1","females","20-29","Non-ACF",,3,"apre-ACF","Non-ACF.apre-ACF","2011.1",58142,0.09,
"2011","1","females","20-29","Non-ACF","a) HIV-negative",3,"apre-ACF","Non-ACF.apre-ACF","2011.1",58142,0.09,52909.22
"2011","1","females","20-29","Non-ACF","b) HIV-positive",6,"apre-ACF","Non-ACF.apre-ACF","2011.1",58142,0.09,5232.78
"2011","1","females","30-39","ACF",,3,"apre-ACF","ACF.apre-ACF","2011.1",17693,0.206,
"2011","1","females","30-39","ACF","a) HIV-negative",2,"apre-ACF","ACF.apre-ACF","2011.1",17693,0.206,14048.242
"2011","1","females","30-39","ACF","b) HIV-positive",8,"apre-ACF","ACF.apre-ACF","2011.1",17693,0.206,3644.758
"2011","1","females","30-39","Non-ACF",,2,"apre-ACF","Non-ACF.apre-ACF","2011.1",26315,0.212,
"2011","1","females","30-39","Non-ACF","a) HIV-negative",1,"apre-ACF","Non-ACF.apre-ACF","2011.1",26315,0.212,20736.22
"2011","1","females","30-39","Non-ACF","b) HIV-positive",8,"apre-ACF","Non-ACF.apre-ACF","2011.1",26315,0.212,5578.78
"2011","1","females","40-49","ACF",,1,"apre-ACF","ACF.apre-ACF","2011.1",6321,0.356,
"2011","1","females","40-49","ACF","b) HIV-positive",1,"apre-ACF","ACF.apre-ACF","2011.1",6321,0.356,2250.276
"2011","1","females","40-49","Non-ACF",,1,"apre-ACF","Non-ACF.apre-ACF","2011.1",13478,0.325,
"2011","1","females","40-49","Non-ACF","b) HIV-positive",1,"apre-ACF","Non-ACF.apre-ACF","2011.1",13478,0.325,4380.35
"2011","1","females","50+","ACF","b) HIV-positive",1,"apre-ACF","ACF.apre-ACF","2011.1",5749,0.184,1057.816
"2011","1","females","50+","Non-ACF",,2,"apre-ACF","Non-ACF.apre-ACF","2011.1",10897,0.215,
"2011","1","males","16-19","ACF","a) HIV-negative",1,"apre-ACF","ACF.apre-ACF","2011.1",9905,0.022,9687.09
"2011","1","males","16-19","Non-ACF",,1,"apre-ACF","Non-ACF.apre-ACF","2011.1",26209,0.019,
"2011","1","males","20-29","ACF",,6,"apre-ACF","ACF.apre-ACF","2011.1",26197,0.016,
"2011","1","males","20-29","ACF","a) HIV-negative",2,"apre-ACF","ACF.apre-ACF","2011.1",26197,0.016,25777.848
"2011","1","males","20-29","ACF","b) HIV-positive",1,"apre-ACF","ACF.apre-ACF","2011.1",26197,0.016,419.152
"2011","1","males","20-29","Non-ACF",,6,"apre-ACF","Non-ACF.apre-ACF","2011.1",54482,0.017,
"2011","1","males","20-29","Non-ACF","a) HIV-negative",7,"apre-ACF","Non-ACF.apre-ACF","2011.1",54482,0.017,53555.806
"2011","1","males","20-29","Non-ACF","b) HIV-positive",5,"apre-ACF","Non-ACF.apre-ACF","2011.1",54482,0.017,926.194
"2011","1","males","30-39","ACF",,8,"apre-ACF","ACF.apre-ACF","2011.1",17093,0.111,
"2011","1","males","30-39","ACF","a) HIV-negative",3,"apre-ACF","ACF.apre-ACF","2011.1",17093,0.111,15195.677
"2011","1","males","30-39","ACF","b) HIV-positive",10,"apre-ACF","ACF.apre-ACF","2011.1",17093,0.111,1897.323
"2011","1","males","30-39","Non-ACF",,10,"apre-ACF","Non-ACF.apre-ACF","2011.1",37215,0.145,
"2011","1","males","30-39","Non-ACF","a) HIV-negative",6,"apre-ACF","Non-ACF.apre-ACF","2011.1",37215,0.145,31818.825
"2011","1","males","30-39","Non-ACF","b) HIV-positive",13,"apre-ACF","Non-ACF.apre-ACF","2011.1",37215,0.145,5396.175
"2011","1","males","40-49","ACF","b) HIV-positive",1,"apre-ACF","ACF.apre-ACF","2011.1",6742,0.248,1672.016
"2011","1","males","40-49","Non-ACF",,2,"apre-ACF","Non-ACF.apre-ACF","2011.1",18264,0.24,
"2011","1","males","40-49","Non-ACF","b) HIV-positive",6,"apre-ACF","Non-ACF.apre-ACF","2011.1",18264,0.24,4383.36
"2011","1","males","50+","ACF",,1,"apre-ACF","ACF.apre-ACF","2011.1",5783,0.199,
"2011","1","males","50+","ACF","a) HIV-negative",1,"apre-ACF","ACF.apre-ACF","2011.1",5783,0.199,4632.183
"2011","1","males","50+","ACF","b) HIV-positive",2,"apre-ACF","ACF.apre-ACF","2011.1",5783,0.199,1150.817
"2011","1","males","50+","Non-ACF",,1,"apre-ACF","Non-ACF.apre-ACF","2011.1",15945,0.251,
"2011","1","males","50+","Non-ACF","b) HIV-positive",1,"apre-ACF","Non-ACF.apre-ACF","2011.1",15945,0.251,4002.195
"2011","2","females","16-19","ACF",,1,"bACF","ACF.bACF","2011.2",9441,0.03,
"2011","2","females","16-19","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2011.2",9441,0.03,9157.77
"2011","2","females","16-19","ACF","b) HIV-positive",1,"bACF","ACF.bACF","2011.2",9441,0.03,283.23
"2011","2","females","16-19","Non-ACF",,1,"bACF","Non-ACF.bACF","2011.2",30227,0.028,
"2011","2","females","16-19","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2011.2",30227,0.028,29380.644
"2011","2","females","16-19","Non-ACF","b) HIV-positive",1,"bACF","Non-ACF.bACF","2011.2",30227,0.028,846.356
"2011","2","females","20-29","ACF",,1,"bACF","ACF.bACF","2011.2",25352,0.073,
"2011","2","females","20-29","ACF","a) HIV-negative",4,"bACF","ACF.bACF","2011.2",25352,0.073,23501.304
"2011","2","females","20-29","ACF","b) HIV-positive",15,"bACF","ACF.bACF","2011.2",25352,0.073,1850.696
"2011","2","females","20-29","Non-ACF",,3,"bACF","Non-ACF.bACF","2011.2",58228,0.09,
