year,quarter,sex,age,acf,population,hiv,n,hiv_prev,hivpop,period,acfperiod
2015,4,females,20-29,Non-ACF,59775,a) HIV-negative,4,0.1,53797.5,cpost-ACF,Non-ACF.cpost-ACF
2015,4,females,20-29,Non-ACF,59775,b) HIV-positive,10,0.1,5977.5,cpost-ACF,Non-ACF.cpost-ACF
2016,1,females,20-29,Non-ACF,59862,a) HIV-negative,5,0.1,53875.8,cpost-ACF,Non-ACF.cpost-ACF
2016,1,females,20-29,Non-ACF,59862,b) HIV-positive,6,0.1,5986.2,cpost-ACF,Non-ACF.cpost-ACF
2016,2,females,20-29,Non-ACF,59948,a) HIV-negative,4,0.1,53953.2,cpost-ACF,Non-ACF.cpost-ACF
2016,2,females,20-29,Non-ACF,59948,b) HIV-positive,9,0.1,5994.8,cpost-ACF,Non-ACF.cpost-ACF
2016,3,females,20-29,Non-ACF,60034,a) HIV-negative,2,0.1,54030.6,cpost-ACF,Non-ACF.cpost-ACF
2016,3,females,20-29,Non-ACF,60034,b) HIV-positive,6,0.1,6003.4,cpost-ACF,Non-ACF.cpost-ACF
2016,4,females,20-29,Non-ACF,60120,a) HIV-negative,7,0.1,54108,cpost-ACF,Non-ACF.cpost-ACF
2016,4,females,20-29,Non-ACF,60120,b) HIV-positive,11,0.1,6012,cpost-ACF,Non-ACF.cpost-ACF
2017,1,females,20-29,Non-ACF,60206,,1,0.1,,cpost-ACF,Non-ACF.cpost-ACF
2017,1,females,20-29,Non-ACF,60206,a) HIV-negative,7,0.1,54185.4,cpost-ACF,Non-ACF.cpost-ACF
2017,1,females,20-29,Non-ACF,60206,b) HIV-positive,11,0.1,6020.6,cpost-ACF,Non-ACF.cpost-ACF
2017,2,females,20-29,Non-ACF,60292,a) HIV-negative,7,0.1,54262.8,cpost-ACF,Non-ACF.cpost-ACF
2017,2,females,20-29,Non-ACF,60292,b) HIV-positive,12,0.1,6029.2,cpost-ACF,Non-ACF.cpost-ACF
2017,3,females,20-29,Non-ACF,60378,a) HIV-negative,3,0.1,54340.2,cpost-ACF,Non-ACF.cpost-ACF
2017,3,females,20-29,Non-ACF,60378,b) HIV-positive,6,0.1,6037.8,cpost-ACF,Non-ACF.cpost-ACF
2017,4,females,20-29,Non-ACF,60464,a) HIV-negative,3,0.1,54417.6,cpost-ACF,Non-ACF.cpost-ACF
2017,4,females,20-29,Non-ACF,60464,b) HIV-positive,5,0.1,6046.4,cpost-ACF,Non-ACF.cpost-ACF
2018,1,females,20-29,Non-ACF,60550,a) HIV-negative,5,0.1,54495,cpost-ACF,Non-ACF.cpost-ACF
2018,1,females,20-29,Non-ACF,60550,b) HIV-positive,7,0.1,6055,cpost-ACF,Non-ACF.cpost-ACF
2018,2,females,20-29,Non-ACF,60636,a) HIV-negative,6,0.1,54572.4,cpost-ACF,Non-ACF.cpost-ACF
2018,2,females,20-29,Non-ACF,60636,b) HIV-positive,5,0.1,6063.6,cpost-ACF,Non-ACF.cpost-ACF
2018,3,females,20-29,Non-ACF,60719,a) HIV-negative,6,0.1,54647.1,cpost-ACF,Non-ACF.cpost-ACF
2018,3,females,20-29,Non-ACF,60719,b) HIV-positive,7,0.1,6071.9,cpost-ACF,Non-ACF.cpost-ACF
2018,4,females,20-29,Non-ACF,60803,a) HIV-negative,2,0.1,54722.7,cpost-ACF,Non-ACF.cpost-ACF
2018,4,females,20-29,Non-ACF,60803,b) HIV-positive,4,0.1,6080.3,cpost-ACF,Non-ACF.cpost-ACF
2009,1,males,20-29,Non-ACF,54147,,7,0.038,,apre-ACF,Non-ACF.apre-ACF
2009,1,males,20-29,Non-ACF,54147,a) HIV-negative,4,0.038,52089.414,apre-ACF,Non-ACF.apre-ACF
2009,1,males,20-29,Non-ACF,54147,b) HIV-positive,6,0.038,2057.586,apre-ACF,Non-ACF.apre-ACF
2009,2,males,20-29,Non-ACF,54189,,7,0.038,,apre-ACF,Non-ACF.apre-ACF
2009,2,males,20-29,Non-ACF,54189,a) HIV-negative,8,0.038,52129.818,apre-ACF,Non-ACF.apre-ACF
2009,2,males,20-29,Non-ACF,54189,b) HIV-positive,7,0.038,2059.182,apre-ACF,Non-ACF.apre-ACF
2009,3,males,20-29,Non-ACF,54231,,17,0.038,,apre-ACF,Non-ACF.apre-ACF
2009,3,males,20-29,Non-ACF,54231,a) HIV-negative,9,0.038,52170.222,apre-ACF,Non-ACF.apre-ACF
2009,3,males,20-29,Non-ACF,54231,b) HIV-positive,12,0.038,2060.778,apre-ACF,Non-ACF.apre-ACF
2009,4,males,20-29,Non-ACF,54273,,4,0.038,,apre-ACF,Non-ACF.apre-ACF
2009,4,males,20-29,Non-ACF,54273,a) HIV-negative,16,0.038,52210.626,apre-ACF,Non-ACF.apre-ACF
2009,4,males,20-29,Non-ACF,54273,b) HIV-positive,5,0.038,2062.374,apre-ACF,Non-ACF.apre-ACF
2010,1,males,20-29,Non-ACF,54314,,16,0.038,,apre-ACF,Non-ACF.apre-ACF
2010,1,males,20-29,Non-ACF,54314,a) HIV-negative,8,0.038,52250.068,apre-ACF,Non-ACF.apre-ACF
2010,1,males,20-29,Non-ACF,54314,b) HIV-positive,8,0.038,2063.932,apre-ACF,Non-ACF.apre-ACF
2010,2,males,20-29,Non-ACF,54356,,9,0.038,,apre-ACF,Non-ACF.apre-ACF
2010,2,males,20-29,Non-ACF,54356,a) HIV-negative,9,0.038,52290.472,apre-ACF,Non-ACF.apre-ACF
2010,2,males,20-29,Non-ACF,54356,b) HIV-positive,14,0.038,2065.528,apre-ACF,Non-ACF.apre-ACF
2010,3,males,20-29,Non-ACF,54398,,15,0.038,,apre-ACF,Non-ACF.apre-ACF
2010,3,males,20-29,Non-ACF,54398,a) HIV-negative,13,0.038,52330.876,apre-ACF,Non-ACF.apre-ACF
2010,3,males,20-29,Non-ACF,54398,b) HIV-positive,14,0.038,2067.124,apre-ACF,Non-ACF.apre-ACF
2010,4,males,20-29,Non-ACF,54440,,9,0.038,,apre-ACF,Non-ACF.apre-ACF
2010,4,males,20-29,Non-ACF,54440,a) HIV-negative,9,0.038,52371.28,apre-ACF,Non-ACF.apre-ACF
2010,4,males,20-29,Non-ACF,54440,b) HIV-positive,13,0.038,2068.72,apre-ACF,Non-ACF.apre-ACF
2011,1,males,20-29,Non-ACF,54482,,6,0.038,,apre-ACF,Non-ACF.apre-ACF
2011,1,males,20-29,Non-ACF,54482,a) HIV-negative,7,0.038,52411.684,apre-ACF,Non-ACF.apre-ACF
2011,1,males,20-29,Non-ACF,54482,b) HIV-positive,5,0.038,2070.316,apre-ACF,Non-ACF.apre-ACF
2011,2,males,20-29,Non-ACF,54524,,6,0.038,,bACF,Non-ACF.bACF
2011,2,males,20-29,Non-ACF,54524,a) HIV-negative,4,0.038,52452.088,bACF,Non-ACF.bACF
2011,2,males,20-29,Non-ACF,54524,b) HIV-positive,10,0.038,2071.912,bACF,Non-ACF.bACF
2011,3,males,20-29,Non-ACF,54566,,7,0.038,,bACF,Non-ACF.bACF
2011,3,males,20-29,Non-ACF,54566,a) HIV-negative,16,0.038,52492.492,bACF,Non-ACF.bACF
2011,3,males,20-29,Non-ACF,54566,b) HIV-positive,13,0.038,2073.508,bACF,Non-ACF.bACF
2011,4,males,20-29,Non-ACF,54608,,4,0.038,,bACF,Non-ACF.bACF
2011,4,males,20-29,Non-ACF,54608,a) HIV-negative,17,0.038,52532.896,bACF,Non-ACF.bACF
2011,4,males,20-29,Non-ACF,54608,b) HIV-positive,17,0.038,2075.104,bACF,Non-ACF.bACF
2012,1,males,20-29,Non-ACF,54649,,4,0.038,,bACF,Non-ACF.bACF
2012,1,males,20-29,Non-ACF,54649,a) HIV-negative,10,0.038,52572.338,bACF,Non-ACF.bACF
2012,1,males,20-29,Non-ACF,54649,b) HIV-positive,23,0.038,2076.662,bACF,Non-ACF.bACF
2012,2,males,20-29,Non-ACF,54691,,2,0.038,,bACF,Non-ACF.bACF
2012,2,males,20-29,Non-ACF,54691,a) HIV-negative,10,0.038,52612.742,bACF,Non-ACF.bACF
2012,2,males,20-29,Non-ACF,54691,b) HIV-positive,16,0.038,2078.258,bACF,Non-ACF.bACF
2012,3,males,20-29,Non-ACF,54733,,2,0.038,,bACF,Non-ACF.bACF
2012,3,males,20-29,Non-ACF,54733,a) HIV-negative,15,0.038,52653.146,bACF,Non-ACF.bACF
2012,3,males,20-29,Non-ACF,54733,b) HIV-positive,7,0.038,2079.854,bACF,Non-ACF.bACF
2012,4,males,20-29,Non-ACF,54775,,3,0.038,,bACF,Non-ACF.bACF
2012,4,males,20-29,Non-ACF,54775,a) HIV-negative,11,0.038,52693.55,bACF,Non-ACF.bACF
2012,4,males,20-29,Non-ACF,54775,b) HIV-positive,14,0.038,2081.45,bACF,Non-ACF.bACF
2013,1,males,20-29,Non-ACF,54817,,12,0.038,,bACF,Non-ACF.bACF
2013,1,males,20-29,Non-ACF,54817,a) HIV-negative,16,0.038,52733.954,bACF,Non-ACF.bACF
2013,1,males,20-29,Non-ACF,54817,b) HIV-positive,11,0.038,2083.046,bACF,Non-ACF.bACF
2013,2,males,20-29,Non-ACF,54858,,5,0.038,,bACF,Non-ACF.bACF
2013,2,males,20-29,Non-ACF,54858,a) HIV-negative,7,0.038,52773.396,bACF,Non-ACF.bACF
2013,2,males,20-29,Non-ACF,54858,b) HIV-positive,14,0.038,2084.604,bACF,Non-ACF.bACF
2013,3,males,20-29,Non-ACF,54900,,4,0.038,,bACF,Non-ACF.bACF
2013,3,males,20-29,Non-ACF,54900,a) HIV-negative,9,0.038,52813.8,bACF,Non-ACF.bACF
2013,3,males,20-29,Non-ACF,54900,b) HIV-positive,6,0.038,2086.2,bACF,Non-ACF.bACF
2013,4,males,20-29,Non-ACF,54942,,6,0.038,,bACF,Non-ACF.bACF
2013,4,males,20-29,Non-ACF,54942,a) HIV-negative,8,0.038,52854.204,bACF,Non-ACF.bACF
2013,4,males,20-29,Non-ACF,54942,b) HIV-positive,5,0.038,2087.796,bACF,Non-ACF.bACF
2014,1,males,20-29,Non-ACF,54984,,4,0.038,,bACF,Non-ACF.bACF
2014,1,males,20-29,Non-ACF,54984,a) HIV-negative,15,0.038,52894.608,bACF,Non-ACF.bACF
2014,1,males,20-29,Non-ACF,54984,b) HIV-positive,17,0.038,2089.392,bACF,Non-ACF.bACF
2014,2,males,20-29,Non-ACF,55026,,3,0.038,,bACF,Non-ACF.bACF
2014,2,males,20-29,Non-ACF,55026,a) HIV-negative,13,0.038,52935.012,bACF,Non-ACF.bACF
2014,2,males,20-29,Non-ACF,55026,b) HIV-positive,15,0.038,2090.988,bACF,Non-ACF.bACF
2014,3,males,20-29,Non-ACF,55067,,3,0.038,,bACF,Non-ACF.bACF
2014,3,males,20-29,Non-ACF,55067,a) HIV-negative,12,0.038,52974.454,bACF,Non-ACF.bACF
2014,3,males,20-29,Non-ACF,55067,b) HIV-positive,15,0.038,2092.546,bACF,Non-ACF.bACF
2014,4,males,20-29,Non-ACF,55109,,3,0.038,,cpost-ACF,Non-ACF.cpost-ACF
2014,4,males,20-29,Non-ACF,55109,a) HIV-negative,13,0.038,53014.858,cpost-ACF,Non-ACF.cpost-ACF
2014,4,males,20-29,Non-ACF,55109,b) HIV-positive,12,0.038,2094.142,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,20-29,Non-ACF,55151,,1,0.038,,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,20-29,Non-ACF,55151,a) HIV-negative,7,0.038,53055.262,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,20-29,Non-ACF,55151,b) HIV-positive,12,0.038,2095.738,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,20-29,Non-ACF,55193,,2,0.038,,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,20-29,Non-ACF,55193,a) HIV-negative,11,0.038,53095.666,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,20-29,Non-ACF,55193,b) HIV-positive,11,0.038,2097.334,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,20-29,Non-ACF,55235,,2,0.038,,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,20-29,Non-ACF,55235,a) HIV-negative,14,0.038,53136.07,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,20-29,Non-ACF,55235,b) HIV-positive,16,0.038,2098.93,cpost-ACF,Non-ACF.cpost-ACF
2015,4,males,20-29,Non-ACF,55277,,1,0.038,,cpost-ACF,Non-ACF.cpost-ACF
2015,4,males,20-29,Non-ACF,55277,a) HIV-negative,10,0.038,53176.474,cpost-ACF,Non-ACF.cpost-ACF
2015,4,males,20-29,Non-ACF,55277,b) HIV-positive,3,0.038,2100.526,cpost-ACF,Non-ACF.cpost-ACF
2016,1,males,20-29,Non-ACF,55319,,2,0.038,,cpost-ACF,Non-ACF.cpost-ACF
2016,1,males,20-29,Non-ACF,55319,a) HIV-negative,14,0.038,53216.878,cpost-ACF,Non-ACF.cpost-ACF
2016,1,males,20-29,Non-ACF,55319,b) HIV-positive,4,0.038,2102.122,cpost-ACF,Non-ACF.cpost-ACF
2016,2,males,20-29,Non-ACF,55361,,1,0.038,,cpost-ACF,Non-ACF.cpost-ACF
2016,2,males,20-29,Non-ACF,55361,a) HIV-negative,16,0.038,53257.282,cpost-ACF,Non-ACF.cpost-ACF
2016,2,males,20-29,Non-ACF,55361,b) HIV-positive,5,0.038,2103.718,cpost-ACF,Non-ACF.cpost-ACF
2016,3,males,20-29,Non-ACF,55402,a) HIV-negative,14,0.038,53296.724,cpost-ACF,Non-ACF.cpost-ACF
2016,3,males,20-29,Non-ACF,55402,b) HIV-positive,12,0.038,2105.276,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,20-29,Non-ACF,55444,a) HIV-negative,22,0.038,53337.128,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,20-29,Non-ACF,55444,b) HIV-positive,15,0.038,2106.872,cpost-ACF,Non-ACF.cpost-ACF
2017,1,males,20-29,Non-ACF,55486,,2,0.038,,cpost-ACF,Non-ACF.cpost-ACF
2017,1,males,20-29,Non-ACF,55486,a) HIV-negative,22,0.038,53377.532,cpost-ACF,Non-ACF.cpost-ACF
2017,1,males,20-29,Non-ACF,55486,b) HIV-positive,12,0.038,2108.468,cpost-ACF,Non-ACF.cpost-ACF
2017,2,males,20-29,Non-ACF,55528,a) HIV-negative,20,0.038,53417.936,cpost-ACF,Non-ACF.cpost-ACF
2017,2,males,20-29,Non-ACF,55528,b) HIV-positive,13,0.038,2110.064,cpost-ACF,Non-ACF.cpost-ACF
2017,3,males,20-29,Non-ACF,55570,a) HIV-negative,13,0.038,53458.34,cpost-ACF,Non-ACF.cpost-ACF
2017,3,males,20-29,Non-ACF,55570,b) HIV-positive,8,0.038,2111.66,cpost-ACF,Non-ACF.cpost-ACF
2017,4,males,20-29,Non-ACF,55612,a) HIV-negative,7,0.038,53498.744,cpost-ACF,Non-ACF.cpost-ACF
2017,4,males,20-29,Non-ACF,55612,b) HIV-positive,6,0.038,2113.256,cpost-ACF,Non-ACF.cpost-ACF
2018,1,males,20-29,Non-ACF,55654,a) HIV-negative,6,0.038,53539.148,cpost-ACF,Non-ACF.cpost-ACF
2018,1,males,20-29,Non-ACF,55654,b) HIV-positive,9,0.038,2114.852,cpost-ACF,Non-ACF.cpost-ACF
2018,2,males,20-29,Non-ACF,55695,a) HIV-negative,11,0.038,53578.59,cpost-ACF,Non-ACF.cpost-ACF
2018,2,males,20-29,Non-ACF,55695,b) HIV-positive,10,0.038,2116.41,cpost-ACF,Non-ACF.cpost-ACF
2018,3,males,20-29,Non-ACF,55736,a) HIV-negative,6,0.038,53618.032,cpost-ACF,Non-ACF.cpost-ACF
2018,3,males,20-29,Non-ACF,55736,b) HIV-positive,8,0.038,2117.968,cpost-ACF,Non-ACF.cpost-ACF
2018,4,males,20-29,Non-ACF,55778,a) HIV-negative,11,0.038,53658.436,cpost-ACF,Non-ACF.cpost-ACF
2018,4,males,20-29,Non-ACF,55778,b) HIV-positive,9,0.038,2119.564,cpost-ACF,Non-ACF.cpost-ACF
2009,1,females,30-39,Non-ACF,23326,,1,0.287,,apre-ACF,Non-ACF.apre-ACF
2009,1,females,30-39,Non-ACF,23326,a) HIV-negative,6,0.287,16631.438,apre-ACF,Non-ACF.apre-ACF
2009,1,females,30-39,Non-ACF,23326,b) HIV-positive,10,0.287,6694.562,apre-ACF,Non-ACF.apre-ACF
2009,2,females,30-39,Non-ACF,23700,,2,0.287,,apre-ACF,Non-ACF.apre-ACF
2009,2,females,30-39,Non-ACF,23700,a) HIV-negative,2,0.287,16898.1,apre-ACF,Non-ACF.apre-ACF
2009,2,females,30-39,Non-ACF,23700,b) HIV-positive,10,0.287,6801.9,apre-ACF,Non-ACF.apre-ACF
2009,3,females,30-39,Non-ACF,24073,a) HIV-negative,3,0.287,17164.049,apre-ACF,Non-ACF.apre-ACF
2009,3,females,30-39,Non-ACF,24073,b) HIV-positive,19,0.287,6908.951,apre-ACF,Non-ACF.apre-ACF
2009,4,females,30-39,Non-ACF,24447,,2,0.287,,apre-ACF,Non-ACF.apre-ACF
2009,4,females,30-39,Non-ACF,24447,a) HIV-negative,2,0.287,17430.711,apre-ACF,Non-ACF.apre-ACF
2009,4,females,30-39,Non-ACF,24447,b) HIV-positive,15,0.287,7016.289,apre-ACF,Non-ACF.apre-ACF
2010,1,females,30-39,Non-ACF,24821,,3,0.287,,apre-ACF,Non-ACF.apre-ACF
2010,1,females,30-39,Non-ACF,24821,a) HIV-negative,1,0.287,17697.373,apre-ACF,Non-ACF.apre-ACF
2010,1,females,30-39,Non-ACF,24821,b) HIV-positive,12,0.287,7123.627,apre-ACF,Non-ACF.apre-ACF
2010,2,females,30-39,Non-ACF,25194,,2,0.287,,apre-ACF,Non-ACF.apre-ACF
2010,2,females,30-39,Non-ACF,25194,a) HIV-negative,1,0.287,17963.322,apre-ACF,Non-ACF.apre-ACF
2010,2,females,30-39,Non-ACF,25194,b) HIV-positive,9,0.287,7230.678,apre-ACF,Non-ACF.apre-ACF
2010,3,females,30-39,Non-ACF,25568,,4,0.287,,apre-ACF,Non-ACF.apre-ACF
2010,3,females,30-39,Non-ACF,25568,a) HIV-negative,2,0.287,18229.984,apre-ACF,Non-ACF.apre-ACF
2010,3,females,30-39,Non-ACF,25568,b) HIV-positive,13,0.287,7338.016,apre-ACF,Non-ACF.apre-ACF
2010,4,females,30-39,Non-ACF,25941,,3,0.287,,apre-ACF,Non-ACF.apre-ACF
2010,4,females,30-39,Non-ACF,25941,a) HIV-negative,4,0.287,18495.933,apre-ACF,Non-ACF.apre-ACF
2010,4,females,30-39,Non-ACF,25941,b) HIV-positive,6,0.287,7445.067,apre-ACF,Non-ACF.apre-ACF
2011,1,females,30-39,Non-ACF,26315,,2,0.287,,apre-ACF,Non-ACF.apre-ACF
2011,1,females,30-39,Non-ACF,26315,a) HIV-negative,1,0.287,18762.595,apre-ACF,Non-ACF.apre-ACF
2011,1,females,30-39,Non-ACF,26315,b) HIV-positive,8,0.287,7552.405,apre-ACF,Non-ACF.apre-ACF
2011,2,females,30-39,Non-ACF,26689,,3,0.287,,bACF,Non-ACF.bACF
2011,2,females,30-39,Non-ACF,26689,a) HIV-negative,4,0.287,19029.257,bACF,Non-ACF.bACF
2011,2,females,30-39,Non-ACF,26689,b) HIV-positive,15,0.287,7659.743,bACF,Non-ACF.bACF
2011,3,females,30-39,Non-ACF,27063,,1,0.287,,bACF,Non-ACF.bACF
2011,3,females,30-39,Non-ACF,27063,a) HIV-negative,1,0.287,19295.919,bACF,Non-ACF.bACF
2011,3,females,30-39,Non-ACF,27063,b) HIV-positive,12,0.287,7767.081,bACF,Non-ACF.bACF
2011,4,females,30-39,Non-ACF,27436,,1,0.287,,bACF,Non-ACF.bACF
2011,4,females,30-39,Non-ACF,27436,a) HIV-negative,2,0.287,19561.868,bACF,Non-ACF.bACF
2011,4,females,30-39,Non-ACF,27436,b) HIV-positive,8,0.287,7874.132,bACF,Non-ACF.bACF
2012,1,females,30-39,Non-ACF,27810,a) HIV-negative,1,0.287,19828.53,bACF,Non-ACF.bACF
2012,1,females,30-39,Non-ACF,27810,b) HIV-positive,14,0.287,7981.47,bACF,Non-ACF.bACF
2012,2,females,30-39,Non-ACF,28183,a) HIV-negative,3,0.287,20094.479,bACF,Non-ACF.bACF
2012,2,females,30-39,Non-ACF,28183,b) HIV-positive,10,0.287,8088.521,bACF,Non-ACF.bACF
2012,3,females,30-39,Non-ACF,28557,,1,0.287,,bACF,Non-ACF.bACF
2012,3,females,30-39,Non-ACF,28557,a) HIV-negative,2,0.287,20361.141,bACF,Non-ACF.bACF
2012,3,females,30-39,Non-ACF,28557,b) HIV-positive,19,0.287,8195.859,bACF,Non-ACF.bACF
2012,4,females,30-39,Non-ACF,28931,,1,0.287,,bACF,Non-ACF.bACF
2012,4,females,30-39,Non-ACF,28931,a) HIV-negative,4,0.287,20627.803,bACF,Non-ACF.bACF
2012,4,females,30-39,Non-ACF,28931,b) HIV-positive,19,0.287,8303.197,bACF,Non-ACF.bACF
2013,1,females,30-39,Non-ACF,29304,,2,0.287,,bACF,Non-ACF.bACF
2013,1,females,30-39,Non-ACF,29304,a) HIV-negative,3,0.287,20893.752,bACF,Non-ACF.bACF
2013,1,females,30-39,Non-ACF,29304,b) HIV-positive,15,0.287,8410.248,bACF,Non-ACF.bACF
2013,2,females,30-39,Non-ACF,29678,a) HIV-negative,1,0.287,21160.414,bACF,Non-ACF.bACF
2013,2,females,30-39,Non-ACF,29678,b) HIV-positive,13,0.287,8517.586,bACF,Non-ACF.bACF
2013,3,females,30-39,Non-ACF,30051,a) HIV-negative,1,0.287,21426.363,bACF,Non-ACF.bACF
2013,3,females,30-39,Non-ACF,30051,b) HIV-positive,16,0.287,8624.637,bACF,Non-ACF.bACF
2013,4,females,30-39,Non-ACF,30425,,3,0.287,,bACF,Non-ACF.bACF
2013,4,females,30-39,Non-ACF,30425,a) HIV-negative,3,0.287,21693.025,bACF,Non-ACF.bACF
2013,4,females,30-39,Non-ACF,30425,b) HIV-positive,15,0.287,8731.975,bACF,Non-ACF.bACF
2014,1,females,30-39,Non-ACF,30799,,1,0.287,,bACF,Non-ACF.bACF
2014,1,females,30-39,Non-ACF,30799,a) HIV-negative,3,0.287,21959.687,bACF,Non-ACF.bACF
2014,1,females,30-39,Non-ACF,30799,b) HIV-positive,18,0.287,8839.313,bACF,Non-ACF.bACF
2014,2,females,30-39,Non-ACF,31172,a) HIV-negative,4,0.287,22225.636,bACF,Non-ACF.bACF
2014,2,females,30-39,Non-ACF,31172,b) HIV-positive,15,0.287,8946.364,bACF,Non-ACF.bACF
2014,3,females,30-39,Non-ACF,31546,,1,0.287,,bACF,Non-ACF.bACF
2014,3,females,30-39,Non-ACF,31546,a) HIV-negative,3,0.287,22492.298,bACF,Non-ACF.bACF
2014,3,females,30-39,Non-ACF,31546,b) HIV-positive,21,0.287,9053.702,bACF,Non-ACF.bACF
2014,4,females,30-39,Non-ACF,31920,,1,0.287,,cpost-ACF,Non-ACF.cpost-ACF
2014,4,females,30-39,Non-ACF,31920,a) HIV-negative,1,0.287,22758.96,cpost-ACF,Non-ACF.cpost-ACF
2014,4,females,30-39,Non-ACF,31920,b) HIV-positive,25,0.287,9161.04,cpost-ACF,Non-ACF.cpost-ACF
2015,1,females,30-39,Non-ACF,32293,a) HIV-negative,3,0.287,23024.909,cpost-ACF,Non-ACF.cpost-ACF
2015,1,females,30-39,Non-ACF,32293,b) HIV-positive,14,0.287,9268.091,cpost-ACF,Non-ACF.cpost-ACF
2015,2,females,30-39,Non-ACF,32667,,1,0.287,,cpost-ACF,Non-ACF.cpost-ACF
2015,2,females,30-39,Non-ACF,32667,a) HIV-negative,5,0.287,23291.571,cpost-ACF,Non-ACF.cpost-ACF
2015,2,females,30-39,Non-ACF,32667,b) HIV-positive,11,0.287,9375.429,cpost-ACF,Non-ACF.cpost-ACF
2015,3,females,30-39,Non-ACF,33041,a) HIV-negative,4,0.287,23558.233,cpost-ACF,Non-ACF.cpost-ACF
2015,3,females,30-39,Non-ACF,33041,b) HIV-positive,7,0.287,9482.767,cpost-ACF,Non-ACF.cpost-ACF
2015,4,females,30-39,Non-ACF,33414,a) HIV-negative,6,0.287,23824.182,cpost-ACF,Non-ACF.cpost-ACF
2015,4,females,30-39,Non-ACF,33414,b) HIV-positive,14,0.287,9589.818,cpost-ACF,Non-ACF.cpost-ACF
2016,1,females,30-39,Non-ACF,33788,,2,0.287,,cpost-ACF,Non-ACF.cpost-ACF
2016,1,females,30-39,Non-ACF,33788,a) HIV-negative,3,0.287,24090.844,cpost-ACF,Non-ACF.cpost-ACF
2016,1,females,30-39,Non-ACF,33788,b) HIV-positive,17,0.287,9697.156,cpost-ACF,Non-ACF.cpost-ACF
2016,2,females,30-39,Non-ACF,34162,a) HIV-negative,3,0.287,24357.506,cpost-ACF,Non-ACF.cpost-ACF
2016,2,females,30-39,Non-ACF,34162,b) HIV-positive,13,0.287,9804.494,cpost-ACF,Non-ACF.cpost-ACF
2016,3,females,30-39,Non-ACF,34535,a) HIV-negative,3,0.287,24623.455,cpost-ACF,Non-ACF.cpost-ACF
2016,3,females,30-39,Non-ACF,34535,b) HIV-positive,17,0.287,9911.545,cpost-ACF,Non-ACF.cpost-ACF
2016,4,females,30-39,Non-ACF,34909,,3,0.287,,cpost-ACF,Non-ACF.cpost-ACF
2016,4,females,30-39,Non-ACF,34909,a) HIV-negative,1,0.287,24890.117,cpost-ACF,Non-ACF.cpost-ACF
2016,4,females,30-39,Non-ACF,34909,b) HIV-positive,12,0.287,10018.883,cpost-ACF,Non-ACF.cpost-ACF
2017,1,females,30-39,Non-ACF,35282,a) HIV-negative,5,0.287,25156.066,cpost-ACF,Non-ACF.cpost-ACF
2017,1,females,30-39,Non-ACF,35282,b) HIV-positive,11,0.287,10125.934,cpost-ACF,Non-ACF.cpost-ACF
2017,2,females,30-39,Non-ACF,35655,a) HIV-negative,1,0.287,25422.015,cpost-ACF,Non-ACF.cpost-ACF
2017,2,females,30-39,Non-ACF,35655,b) HIV-positive,13,0.287,10232.985,cpost-ACF,Non-ACF.cpost-ACF
2017,3,females,30-39,Non-ACF,36030,a) HIV-negative,2,0.287,25689.39,cpost-ACF,Non-ACF.cpost-ACF
2017,3,females,30-39,Non-ACF,36030,b) HIV-positive,18,0.287,10340.61,cpost-ACF,Non-ACF.cpost-ACF
2017,4,females,30-39,Non-ACF,36403,a) HIV-negative,1,0.287,25955.339,cpost-ACF,Non-ACF.cpost-ACF
2017,4,females,30-39,Non-ACF,36403,b) HIV-positive,8,0.287,10447.661,cpost-ACF,Non-ACF.cpost-ACF
2018,1,females,30-39,Non-ACF,36777,a) HIV-negative,3,0.287,26222.001,cpost-ACF,Non-ACF.cpost-ACF
2018,1,females,30-39,Non-ACF,36777,b) HIV-positive,7,0.287,10554.999,cpost-ACF,Non-ACF.cpost-ACF
2018,2,females,30-39,Non-ACF,37150,a) HIV-negative,7,0.287,26487.95,cpost-ACF,Non-ACF.cpost-ACF
2018,2,females,30-39,Non-ACF,37150,b) HIV-positive,4,0.287,10662.05,cpost-ACF,Non-ACF.cpost-ACF
2018,3,females,30-39,Non-ACF,37515,a) HIV-negative,2,0.287,26748.195,cpost-ACF,Non-ACF.cpost-ACF
2018,3,females,30-39,Non-ACF,37515,b) HIV-positive,3,0.287,10766.805,cpost-ACF,Non-ACF.cpost-ACF
2018,4,females,30-39,Non-ACF,37883,a) HIV-negative,3,0.287,27010.579,cpost-ACF,Non-ACF.cpost-ACF
2018,4,females,30-39,Non-ACF,37883,b) HIV-positive,3,0.287,10872.421,cpost-ACF,Non-ACF.cpost-ACF
